Region,Country,Business Unit,SP Outcome,SP Output,Thematic Area Category,Thematic Area,Content Area,Result Type,Narrative,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,1,Sexual reproductive health,Tracking SDGs and the ICPD,Programming,Best Practices,"49 officials representing 15 Ministries at the central level attended SDGs workshop to ensure engagement, awareness and coordination. Identification of policies, project and resources to accelerate reaching the set targets and increase spending on SDG priorities commenced. 75 local planners in the roll-out phase governorates attended a specialized interactive workshop on fundamentals of development planning and on how to mainstream the SDGs/integrate the set targets in the preparation of investment budget proposals. ",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,1,Sexual reproductive health,Tracking SDGs and the ICPD,Programming,Extraordinary results,Catalysts for localizing SDGs in Egypt were identified as well as mapping out the enabling environment tools and institutional arrangements towards decentralization.  Ownership and strong national commitment at the highest political level was demonstrated through MoPMAR announcing the allocation of EGP60B over the coming years budget for localization through development of local plans and capacities at the governorate level.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,1,Sexual reproductive health,SRH,Programming,Difficult challenges,"High turnover of the staff, including department heads within the Ministry of Health, with weak involvement of middle-level management and centralization, continue to represent a major challenge. CO put mitigating measures in place and was able to involve middle level management at governorate level in implementation.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,1,Sexual reproductive health,SRH,Lessons Learned,Public-Private Partnerships,Absence of an effective public-private partnership framework limits the collaboration with civil society and expanded community outreach for RH and FP services.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,1,Sexual reproductive health,SRH,Partnership,Lessons learned,"Vertical programmes are more likely to achieve short term results and have tendency to divert resources from programmes that offer longer term, sustainable outcomes and opportunities for health system strengthening.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,1,Sexual reproductive health,SRH integration,Programming,Difficult challenges,"There are no linkages between line ministries and CSOs working in the area of demand generation for RH&FP services, which causes diversification of activities.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,2,Sexual reproductive health,SRH integration,Programming,Difficult challenges,"The verticality of programmes within Ministry of Health pose significant service delivery, programme and administrative constraints, especially at the health facility levels. Additional efforts are planned to bring all concerned sectors and stakeholders together in order to reach optimal integration.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,2,Sexual reproductive health,Family planning,Programming,Innovation,"The logo of excellence program �El-Wessam� was launched in 6 governorates. Three awarding events were held in Alexandria, Assiut and Sohag in recognition for the SDPs awarded the logo of excellence. 22 clinics were awarded the logo.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,2,Sexual reproductive health,SRH,Programming,Best Practices,"A comprehensive study delineating actors in the area of sexual and reproductive health (SRH) with specified roles, sources of funding and activities and identifying likely routes for collaboration with partners in both the private and civil society sectors, was conducted and a policy paper was produced.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,2,Sexual reproductive health,Family planning,Programming,Leaving No One Behind/Reaching the Last Mile,"To ensure service provision in remote areas, quarterly FP campaigns were held. These campaigns were accompanied by mobile clinics to ensure immediate service is provided. In 2019, the campaigns reached a total of 819,759 women with FP services.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,2,Sexual reproductive health,Family planning,Programming,Lessons learned,Information provided aiming for demand generation for RH & FP services needs to be coupled with economic empowerment and social actrivities.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,4,Sexual reproductive health,Family planning,Programming,Lessons learned,"There are complex procedures and rules that bureaucrats follow in completing the government procurement process. As a result the procurement process is long and requires dealing with many entities inside and outside the Ministry of Health. In order to avoid contraceptives shortage or stock out at any level of supply chain, UNFPA needs to work with the Ministry to identify and purchase the contraceptive needs one year earlier.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,4,Sexual reproductive health,Family planning,Programming,Best Practices,UNFPA is advocating with MOHP to conduct a comprehensive capacity assessment of the Ministry of Health�s supply-chain process to identify capacity gaps to be supported and risks to be remediated.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,5,Sexual reproductive health,Family planning,Programming,Difficult challenges,"For the home visits undertaken by MOHP outreach workers, there is no effective monitoring mechanism to assess the quality of these visits.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,1,5,Sexual reproductive health,Tracking SDGs and the ICPD,Programming,Best Practices,"In 2019, SDGs go local is accomplished by moving toward decentralization & empowerment. SDGs localization contributed to accelerate augmented SDGs Governance through giving voice to local people, listing required tools/legal context for localization, and pursuing disaggregated data to influence policy, avoid duplication and visualize the local situation that demonstrates how far each governorate needs to go to achieve SDGs. Based on the localization adopted methodology that sets quantitative targets to a number of SDGs indicators at the governorate level, the roll out phase was completed in five governorates early in the year. Responding to Government�s request, a scale up phase/demand driven was initiated and completed to cover all governorates later in the year.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,7,Sexual reproductive health,In school CSE,Programming,Difficult challenges,Measuring the effect of Mawada classes on thousands of university students and conscripts is a challenge.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,7,Sexual reproductive health,In school CSE,Partnership,Lessons learned,Ownership by political leadership of both Mawada and 2kefya projects accelerated yielding results and smoothed implementation,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,7,Youth,In school CSE,Programming,Faith and Culture,"Sexual and reproductive health (SRH) in Egypt receive little attention in public policy discussions because of cultural and political sensitivities. In Egypt, traditional religious and family values can restrict SRH education for youth. Egyptians commonly assume that young people do not need to know about SRH issues until they are married.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,7,Youth,Out of School CSE,Partnership,Difficult challenges,Directories of the MoY were not able to invite target youth during the events due to poor capacities that is why UNFPA cooperated with different partners to reach out to the targeted community members.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,7,Youth,Out of School CSE,Partnership,Difficult challenges,Poor coordination at the level of Ministry of Youth forced cancellation of many activities,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,7,Youth,Out of School CSE,Partnership,Difficult challenges,Frequent negotiation over money: although we have explained many times that we are not allowed to give bonus or fees or any financial incentives for the MoY staff and the Youth centers that have been one of the topics that raised many times. ,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,7,Youth,Out of School CSE,Programming,Lessons learned,"Working in traditional community, where volunteerism and the role of youth in the development of the community is often questioned and under scrutiny, it is important to find innovative ways to keep youth interested and engaged. It is not enough to provide capacity building and knowledge. Mapping opportunities for youth and bringing information about available opportunities in the respective communities is key in keeping youth active, interested and engaged in creating positive values at the level of their own communities. This requires a proper scoping of the local community and the possibilities it withholds, contributing to transforming these possibilities into approachable opportunities for youth engagement, and facilitating the access of youth to them through open dialogue with different stakeholders.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,7,Youth,Out of School CSE,Partnership,Lessons learned,"Forging partnerships with different stakeholders to achieve a better impact. The youth program through its working with civil organizations, networks such as the Y-Peer network and other UN agencies has maximized the intended results.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,7,Youth,Out of School CSE,Programming,Best Practices,"Using more creative approaches such as music, theatre and painting to deliver messages to community members is more appealing and attractive. Art also is self motivating for the volunteers so they are motivated to continue supporting our initiatives. It is also important that the art is produced through community members so they can feel ownership.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,2,8,Youth,Out of School CSE,Programming,Best Practices,"As part of the capacity building training plan for Y-Peer, the advanced ToT targeted 28 Y-Peer trainers, to improve their competencies in training the network trainers. The training worked with a group of Y-Peer leaders to improve their training, critical thinking and facilitation skills, and develop an in-depth definition of the network of peer education locally. The training introduced framework for working with governmental institutions and strategies for effective cooperation and partnerships.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,9,GBV,GBV Response and Prevention,Programming,Lessons learned,"Addressing VAW requires the existence of supportive legislative umbrella frameworks. Without comprehensive legislation to address VAW, the efforts to capacitate service providers and production of knowledge material remain incomplete and not sustainable. ",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,9,GBV,GBV Response and Prevention,Resource Mobilization,Lessons learned,Gender-sensitive budgeting including resource mobilization and allocation of manpower and funds to address VAW should be prioritized in the national agenda. This will allow decentralized gender-sensitive planning and implementation of interventions and also provide resources for sustainable action.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,10,GBV,GBV Response and Prevention,Programming,Faith and Culture,Community resistance continues to form an obstacle to achieving behavioral change and empowerment of men and women to stand against all forms of GBV. This is built on widespread religious and cultural misconceptions specially in marginalized and less-privileged communities where access to knowledge and services is not achieved fully.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,10,GBV,GBV Response and Prevention,Programming,Faith and Culture,"Men and boys represented 25% of those engaged in GBV and SRH awareness raising activities in a remarkable increase from 2018 programming of 11.4%. This engagement is aligned with the UNFPA strategy on meaningful engagement of men and boys in GBV protection, prevention, and response. As part of UNFPA's interventions on FGM, it is very important to find key strategies to engage men and boys and they are the most resistant to change.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,11,GBV,GBV Response and Prevention,Programming,Lessons learned,"To ensure sustainability of all interventions, the involvement of local and national stakeholders is essential",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,11,GBV,GBV Response and Prevention,Programming,Difficult challenges,"Due to the short duration of available funding sources, ensuring impact is difficult as capacity building, impact evaluation and behavioral change are all long-term endeavours that require strategic planning and long-term resource mobilization.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,11,GBV,GBV prevention and response in humanitarian settings,Resource Mobilization,Difficult challenges,"The current program provides ear-marked assistance to Syrian refugees in Egypt. In a mixed migration and refugee context like Egypt, where 48% of all registered refugees and asylum seekers are non-Syrians, designing humanitarian SRH and GBV response based for one targeted group of refugees is challenging. For future programming, humanitarian actors and donors are encouraged to adopt one refugee policy.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,11,GBV,GBV Response and Prevention,Partnership,Difficult challenges,"MOYS does not have protection mandate, which requires additional capacity building and technical assistance for Safe Spaces teams.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,11,GBV,GBV Response and Prevention,Partnership,Lessons learned,"Involvement of local and central-level stakeholder in the development of the referral and coordination process for VAW cases is crucial to reflect local challenges, community needs and ability of service providers to provide effective results.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,12,Harmful practices,FGM,Programming,Lessons learned,A costed national action plan with clear indicators will facilitate and become a sustainble strategy for addressing FGM,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,12,Harmful practices,FGM,Programming,Faith and Culture,Developed a national radio campaign �protect her from FGM� made up of 10 spots which were broadcasted 1230 times on 18 radio stations for a month. A visible impact of the radio spots is the increase in calls received by the national child help-line inquiring about FGM especially from the religious viewpoint. The majority of callers listened to the spots from El-Quran EL-Kareem radio station.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,12,Harmful practices,FGM,Programming,Innovation,"Storytelling training in Qena, Suez and Menia. Etijah in cooperation with specialized art team, Zad Art Team and Nawah organized three trainings for storytellings to form theatre teams and produce a performance. The training was attended by 29 trainees 9 males 20 females.The output of the trainings were 3 storytelling performance The performances presented stories related to FGM,. FP and child marriage.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,12,Harmful practices,FGM,Programming,Innovation,"Etijah in cooperation with specialized musicians organized a music workshop as a pilot. The participants composed 8 songs comabting FGM and Child marriage; songs were used in events called, �Shamandoura�. The volunteers in 3 governorates organized 2 events each that were attended by 151, at which 2 of the songs were sung and the lyrics were discussed with the community members to highlight FGM or Child marriage, then the beneficiaries were encourage to sing the songs together with the singers. The feedback from the workshop participants and the beneficiaries were very positive and found it an innovative way to raise awareness.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,12,Harmful practices,FGM,Partnership,Difficult challenges,Up to the formation of the National commitee there was severe challenges in finding a national partner to undertake the FGM work. To date there is no clear national partner or entity undertaking the work on FGM medicalisation. A clear strategy needs to be put in place to address medicalisation,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,3,12,Harmful practices,Child marriage,Programming,Lessons learned,It is esential to have a clear strategy on child marriage during the course of this country programme.,,,,,,,,,,,,,,,,,,
AS,Egypt,51400,4,13,Population data,Population data: other,Programming,Difficult challenges,"Delay in realising the next EDHS or any similar national research providing data and updates on root-causes and prevelance of VAW, is causing and will lead to a challenge in reporting on certain indicators notably on prevalence of FGM as well as attitudes.",,,,,,,,,,,,,,,,,,
AS,Egypt,51400,4,14,Population data,National data ecosystems,Programming,Best Practices,UNFPA held several meeting with the Ministry of Education to establish a partnership to start introducing population education in secondary schools.,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,ALL,ALL,OEE,OEE,Programming,Difficult challenges,Transition to development phase caused some humanitrian targets not to be reached,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,1,2,Sexual reproductive health,SRH,Programming,Difficult challenges,Damaged structures of health facilities and shortage of staff in some returnee areas limit establishment and service delivery.,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,1,2,Sexual reproductive health,SRH,Programming,Difficult challenges,Poor RH service utilization by non-camp based IDPs because of lack of information and restriction of movement in some areas due to sectarian reasons,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,1,2,Sexual reproductive health,SRH,Programming,Difficult challenges,Poor support of Government to receive and deliver RH kits and other medical drugs except KRI where UNFPA got full support,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,1,2,Sexual reproductive health,SRH,Partnership,Difficult challenges,"Given the lack of coordination between DOHs in various governorates, CO will spearhead establishing RH taskforce at the governorate level to ensure better coordination ",,,,,,,,,,,,,,,,,,
AS,Iraq,51700,1,2,Sexual reproductive health,SRH,Programming,Lessons learned,Investment in capacity building of local NGO is important for building national ownership and improving quality of interventions.,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,1,2,Sexual reproductive health,SRH,Partnership,Lessons learned,"Collaboration with local and International NGOs is essential, as some of them are able to access insecure areas.",,,,,,,,,,,,,,,,,,
AS,Iraq,51700,1,2,Sexual reproductive health,SRH,Programming,Lessons learned,Training and utilization of service providers including general medical doctors and midwives/nurses to provide RH services to cover the absence of gynaecologists.,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,2,7,Youth,Youth in humanitarian action and peace building,Resource Mobilization,Difficult challenges,UNFPA Youth Programme needs more uplifting in the Kurdistan Region of Iraq (KRI) and require support for resource mobilization,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,3,9,GBV,GBV prevention and response in humanitarian settings,Programming,Difficult challenges,Political statements are not transformed into action; Policies not implemented due to lack of capacity and budget allocations. To mitigate this challenge UNFPA conduct policy advocacy efforts to mobilize support at the policy level ,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,3,10,GBV,GBV prevention and response in humanitarian settings,Lessons Learned,Faith and Culture,Community engagement program that focuses on GBV prevention and response helped to overcome cultural barriers that limit female GBV survivors from reporting GBV cases,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,3,11,GBV,GBV prevention and response in humanitarian settings,Programming,Difficult challenges,Limited access to the conflict affected population and IDPs due to deteriorating security situation at country level.,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,3,11,GBV,GBV prevention and response in humanitarian settings,Programming,Difficult challenges, Limited capacity among the local organization to provide GBV psychosocial counselling,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,3,11,GBV,GBV prevention and response in humanitarian settings,Programming,Difficult challenges,Complicated and bureaucratic system of the government for the approval of the training particularly police which cause delay in the training. To mitigate UNFPA will work with the line Ministries to have training approved in the annual basis.,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,3,11,GBV,GBV prevention and response in humanitarian settings,Programming,Lessons learned,"There is a need to allocate and invest sufficient time in building support for a program to secure broader stakeholder investment. An overhasty implementation calendar sometimes does not factor the needs for programme initiation, in which creates pressure on implementers and partners.",,,,,,,,,,,,,,,,,,
AS,Iraq,51700,4,13,Population data,Census,Resource Mobilization,Extraordinary results,Technical support and capacity building of national countreparts facilitated $5million governement mobilized from Government of Iraq,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,4,13,Population data,Census,Programming,Difficult challenges,The political instability may delay conducting the Census,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,4,13,Population data,Census,Programming,Difficult challenges,The plan to revise and update the population policy may be affected by lack of updated demographic and development data,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,4,13,Population data,Population data: other,Programming,Difficult challenges,CSO and KRSO requires more technical support in designing adolescents and youth surveys.,,,,,,,,,,,,,,,,,,
AS,Iraq,51700,4,13,Population data,Census,Partnership,One UN/Coordination/Joint Programming,Engagement of UN agencies on Census support increased UNFPA leadership and visibility,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,ALL,ALL,OEE,OEE,Programming,Difficult challenges,Lack of clear organogram in UNFPA and reporting structure- roles/responsibilities,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,ALL,ALL,OEE,OEE,Programming,Lessons learned,The lengthy process of government approval of work plans (MOH) and projects through JORISS system (MOPIC) led to delay in signing work plans with IPs and implementing some projects activities on time. UNFPA is exploring to submit one list of all its 2020 projects to MOPIC for their approval at once.,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,ALL,ALL,OEE,OEE,Programming,Difficult challenges,"The lack of clarity for the fate of Berm due to its sensitivity makes it difficult to strategize UNFPA response, especially due to its high costs. UNFPA is advocating for a durable solution to the Berm population and is now adopting a 3 months WP with its implementing partner.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,ALL,ALL,OEE,OEE,Lessons Learned,One UN/Coordination/Joint Programming,"Effective collaboration and close coordination between different teams (RH, GBV, Youth, and PD) for similar planned programs with government and other implementing partners has enhanced the effectiveness to achieve robust results as well as maximizing use of joint allocation and mobilization of available resources",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,ALL,ALL,OEE,OEE,Programming,Lessons learned,"During the escalations of security situation, considerations should be taken on the no paper policy  to ensure that all sensitive information is available only in soft copies and stored in clouds to ensure protection of humanitarian workers and beneficiaries.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,1,1,Population data,SRH,Programming,Difficult challenges,"Currently MOH depends only on Data received from MOH supported primary health care centers for quantification and projection of FP needs while it should be based on total Jordan population regardless of their nationality, health insurance, and accessible medical facilities.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,1,1,Sexual reproductive health,RR in policy and legal frameworks,Partnership,Difficult challenges,Lack of commitment from the human rights agencies and our partners on the SRHR agenda,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,1,1,Sexual reproductive health,RR in policy and legal frameworks,Programming,Faith and Culture,Tribal culture in the south of Jordan increased challenges that prevent the beneficiaries from receiving the Multi sectoral services especially the legal services.,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,1,2,Sexual reproductive health,Youth friendly health services,Programming,Difficult challenges,"Scarcity of comprehensive, acceptable and culturally sensitive RH service provision for adolescent population is still an issue.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,1,2,Sexual reproductive health,SRH,Resource Mobilization,Difficult challenges,"Limited fund allocation for SRH development programme as most of humanitarian funds for SRH programme are earmarked for humanitarian response. This resulted in small scale, non- strategic interventions with limited reach and impact.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,1,2,Sexual reproductive health,EmONC,Programming,Difficult challenges,Provision of postnatal home visits and counselling is a challenge. This crucial lifesaving service is not operationalized properly because of lack of resources (human and financial resources).,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,1,2,Sexual reproductive health,SRH,Programming,Lessons learned,"Women Friendly Health services national initiative is an opportunity to improve the quality of SRH services and knowledge provided by IPs to become strategic, a �good fit�, which promotes UNFPA transformative results. Additionally, it is considered one of the initiatives that strengthening the Health sector systems.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,1,3,Sexual reproductive health,SRH,Programming,Difficult challenges,"High turnover among trained and qualified IP staff working with UNFPA projects, especially for UNFPA project focal points and medical doctors providing SRH services.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,2,7,Youth,Youth in humanitarian action and peace building,Programming,Extraordinary results,"UNFPA moved the 2250 Youth Peace and Security agenda forward in Jordan by chairing the secretariat of The National 2250 YPS Coalition in Jordan with Crown Prince Foundation (CPF) under the umbrella of MoY. As part of the secretariat role UNFPA and CPF organized official meetings for the Coalition and facilitated the membership process, which for the year of 2019 expanded and consists of 19 member organizations",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,2,8,Youth,Youth in humanitarian action and peace building,Programming,Best Practices,"As part of advocacy efforts to include young people in decision- making mechanisms in all phases of the humanitarian response, introductory sessions on the COMPACT were also conducted among selected working group in the coordination structure for the Syrian crisis response including livelihoods WG, Protection WG, SGBV sub- WG, and Child protection sub-WG to advocate for youth engagement and youth focused programming in JRP process.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,2,8,Youth,Youth in humanitarian action and peace building,Programming,Best Practices,More than 50 Y-PEER members from all over Jordan including Al-Zaatari camp ratified the revised bylaw on the 23rd of November via the support of an organizational development consultant and a �Youth Committee�. The approved and validated bylaws include sections on greater support for refugee camp networks for providing support for vulnerable youth.,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,2,8,Youth,Youth in humanitarian action and peace building,Programming,Extraordinary results,Facilitated the youth engagement process with the Deputy Secretary General visit to Jordan highlighting youth participation and engagement in SDG�s at the heart of development agenda,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,9,GBV,GBV Response and Prevention,Programming,Difficult challenges,"Beyond GBV IMS data on trends, the information management function for coordination is limited. This impinges on gap analysis and evidence-based decision-making.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,9,GBV,GBV Response and Prevention,Lessons Learned,Innovation,"For the first time, information from GBV IMS and secondary sources point at online sexual harassment as an emerging form of GBV. There is a need to tailor our prevention messages and response services to be able to combat emerging types of violence and use same channels of abusers as social media and online space to target the right audience. The lesson learnt is that forms of GBV evolves over the time and we need to update strategies to address emerging forms. ",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,10,Sexual reproductive health,Family planning,Programming,Faith and Culture,"Social norms and beliefs played a significant role in access to family planning inside Syria and Jordan, especially for newly married couples. UNFPA partners strengthened the outreach and information efforts to remove barriers and increase access in catchment area.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,10,Sexual reproductive health,Family planning,Programming,Faith and Culture,Male involvement and their support for family planning services is a challenge. UNFPA has to seek innovative approaches to include males as supportive groups for family planning.,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,10,GBV,GBV prevention and response in humanitarian settings,Programming,Leaving No One Behind/Reaching the Last Mile,The SGBV WG selected success stories of women and girls from 9 different organizations producing and disseminating 100 boxes with stories featuring women and girls that despite facing challenges have found creative ways to claim their rights.,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,10,GBV,GBV prevention and response in humanitarian settings,Partnership,Innovation,New private partnership launched through pilot program with Zain on internet safety and security/access to information by Syrian refugee women,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,10,GBV,GBV Response and Prevention,Partnership,Best Practices,UNFPA expanded its partnerships by supporting the Jordanian National Commission for Women (JNCW) - the national machinery to promote women�s status in Jordan - and Solidarity Is Global Institute (SIGI) - a non-governmental non-profit organization working to support and promote women's rights - in strengthening their capacities and implementing their activities during the 16 days of activism.,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,10,GBV,Men and boys,Programming,Lessons learned,UNFPA is planning to move away from awareness-raising sessions and strengthen male engagement components with a structured approach accountable to women and girls,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,11,GBV,GBV prevention and response in humanitarian settings,Resource Mobilization,Best Practices,"GBV WG championed prioritization of GBV in OCHA pool funding for2019 , which resulted in having organizations of the SGBV WG obtaining funding to fill crucial geographical and thematic gaps in the GBV prevention and response programming",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,11,GBV,GBV prevention and response in humanitarian settings,Partnership,Best Practices,"SGBV WG conducted an yearly evaluation survey 25 members undertook the survey, who shown great satisfaction on the performance of the group. 92% of the respondents agreed that their participation in the GBV coordination mechanism increased their knowledge on implementing GBV minimum standards and the same proportion think that information they get from the GBV coordination mechanism helps implementing their programme.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,11,GBV,GBV prevention and response in humanitarian settings,Programming,Leaving No One Behind/Reaching the Last Mile,"From January to September the access of Women and Girls with Disabilities to our GBV services has increased 15 times. This was achieved by a strategy for inclusion with multiple actions. Firstly investing in capacity building of project staff and service providers on GBV and PWD, language sign, working with people with intellectual disabilities and learning difficulties. Improve accessibility to the centers for people with reduced mobility. Moreover we strengthened outreach and partnership with local CBOs and association working with PWD for safe referrals and tracked results in the workplans to enhance accountability",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,11,GBV,GBV Response and Prevention,Programming,Difficult challenges,"Remote locations in the south of Jordan remain underserved. Static approach, center based is a challenge in accessibility of scattered communities that require a cost effective mobile approach",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,11,GBV,GBV Response and Prevention,Programming,One UN/Coordination/Joint Programming,Challenges in positioning UNFPA with government counterpart vis a vis other UN agencies,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,11,GBV,GBV Response and Prevention,Resource Mobilization,Difficult challenges,Limited funding for Development programmes,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,11,GBV,GBV prevention and response in humanitarian settings,Partnership,Lessons learned,There is space to improve cross learning between partners. In order to ensure the high quality of services with in our IPs  an exchange visit was organized during 2019 for peer learning between our two implementing partners IFH and IRC,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,11,GBV,GBV prevention and response in humanitarian settings,Programming,Lessons learned,"UNFPA and IFH have identified the need to develop an e-learning tool to be used to train volunteers who are working in the different IFH Centers in Camps and in Host communities. Due to work rules and regulations, some of the volunteers have to be changed on a continuous basis and therefore there is a continuous need to train new staff. To that end, IFH has produced an e-learning video for the volunteers.",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,11,GBV,GBV Response and Prevention,Programming,Innovation,"Capacity building remains an important component of GBV programming. Innovative ways of providing capacity building in remote settings where in person trainings are not possible include: online training on different web platforms, or short training videos followed by whatsapp chat or skype call",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,12,Harmful practices,Child marriage,Resource Mobilization,Difficult challenges,The limited funding for the implementation of the COMBI Strategy (child marriage) was a major challenge in 2019.,,,,,,,,,,,,,,,,,,
AS,Jordan,51800,3,12,Harmful practices,Child marriage,Lessons Learned,One UN/Coordination/Joint Programming,"Since Child Marriage is a mutli faceted problem and dedicated funding are scarce, UNFPA has been investing in building consensus and strategic partnership in UNCT for a joint approach in 2020",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,4,13,Population data,Tracking SDGs and the ICPD,Partnership,Difficult challenges,"The national preparations for the Nairobi summit workload, and seeking the commitments of highest level was a real challenge which reflects areas of critical concerns for the government",,,,,,,,,,,,,,,,,,
AS,Jordan,51800,4,13,Population data,Population policies,Programming,Difficult challenges,The changing in the national plans (the newly developed Al Nahda Document) which reflects the changing priorities of Jordan. This enhanced the short term planning vs long term planning which affected the national planning continuity.,,,,,,,,,,,,,,,,,,
AS,Lebanon,52100,ALL,ALL,OEE,OEE,Partnership,Lessons learned,"Back-up personnel need to be identified with partners, to ensure that work continues in case of any emergency.",,,,,,,,,,,,,,,,,,
AS,Lebanon,52100,1,1,Sexual reproductive health,SRH,Programming,Difficult challenges,"In the last quarter of 2019, the overall political and security environment in the country, including massive civil unrest and resignation of the council of ministers affected the course of activities; several activities were delayed, amended or canceled.",,,,,,,,,,,,,,,,,,
AS,Lebanon,52100,1,2,Sexual reproductive health,SRH,Programming,Difficult challenges,Deteriorating economic situation across the year had negative impact on access to services for the most vulnerable population including for RH services,,,,,,,,,,,,,,,,,,
